Month,Commissioner / Provider,Practice plus Code,Comparator Description,Age Band,Numerator,Denominator,Value
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,CROWHALL MEDICAL CENTRE (A85009),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,13,890,1.46067415730337
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,CRUDDAS PARK SURGERY (A86017),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,1211,1.15606936416185
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,DENTON PARK MEDICAL GROUP (A86013),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,1232,0.892857142857143
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,DENTON TURRET MEDICAL CENTRE (A86601),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,1451,1.17160578911096
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,DILSTON MEDICAL CENTRE (Y00184),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,208,1.44230769230769
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,ELSWICK FAMILY PRACTICE (A86037),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,616,1.2987012987013
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,FELL COTTAGE SURGERY (A85007),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1261,0.475812846946868
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,FELL TOWER MEDICAL CENTRE (A85001),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1004,0.796812749003984
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,FENHAM HALL SURGERY (A86031),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,16,916,1.74672489082969
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,GLENPARK & TEAMS MEDICAL SERVICES (A85006),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,15,1272,1.17924528301887
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,HEATON ROAD SURGERY (A86024),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,673,1.63447251114413
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,HOLLYHURST MEDICAL CENTRE (A85616),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,894,0.782997762863535
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,HOLMSIDE MEDICAL GROUP (A86021),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1595,0.376175548589342
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,JESMOND HEALTH PARTNERSHIP (A86020),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,23,2856,0.805322128851541
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,LONGRIGG MEDICAL CENTRE (A85004),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,1545,0.711974110032362
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,MILLENNIUM FAMILY PRACTICE (A85013),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,535,0.560747663551402
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,NEWBURN SURGERY (A86038),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,986,1.72413793103448
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,NEWCASTLE MEDICAL CENTRE (A86027),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,142,1.40845070422535
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,OLDWELL SURGERY (A85018),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,794,0.755667506297229
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,OXFORD TCE & RAWLING RD MEDICAL GROUP (A85005),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,20,2226,0.898472596585804
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,PARK MEDICAL GROUP (A86008),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1446,0.553250345781466
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,PARKWAY MEDICAL GROUP (A86022),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,12,1472,0.815217391304348
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,PELAW MEDICAL PRACTICE (A85611),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,667,0.899550224887556
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,PROSPECT MEDICAL CENTRE (A86004),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1187,0.75821398483572
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,REGENT MEDICAL CENTRE (A86028),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,876,0.342465753424658
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,ROSEWORTH SURGERY (A86006),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,940,0.638297872340426
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,SAVILLE MEDICAL GROUP (A86003),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,20,1995,1.00250626566416
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,SECOND STREET SURGERY (A85021),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,1,262,0.381679389312977
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,ST. ALBANS MEDICAL GROUP (A85011),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,1250,0.88
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,ST.ANTHONY'S HEALTH CENTRE (A86040),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,13,677,1.92023633677991
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,SUNNISIDE SURGERY (A85617),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,578,0.692041522491349
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,TEAMS MEDICAL PRACTICE (A85023) ( D 01-Mar-25 ),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,564,1.59574468085106
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,THE BRIDGES MEDICAL PRACTICE (A85614),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,659,1.06221547799697
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,THE GROVE MEDICAL GROUP (A86018),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1995,0.300751879699248
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,THORNFIELD MEDICAL GROUP (A86029),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,1929,0.984966303784344
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,THROCKLEY PRIMARY CARE CENTRE (A86026),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1205,0.746887966804979
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WALKER MEDICAL GROUP (A86011),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,15,1546,0.970245795601552
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WEST ROAD MEDICAL CENTRE (A86012),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,923,0.216684723726977
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WESTERHOPE MEDICAL GROUP (A86025),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,16,1625,0.984615384615385
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WHICKHAM COTTAGE MEDICAL CENTRE (A85020),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,13,3077,0.422489437764056
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WREKENTON MEDICAL GROUP (A85016),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,18,1714,1.05017502917153
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,GOSFORTH MEMORIAL MED.CTR (A86036) ( C 01-Oct-25 ),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,0,226,0
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ACKLAM MEDICAL CENTRE (A81004),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,1656,0.845410628019324
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ALMA MEDICAL CENTRE (A81067),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,18,1325,1.35849056603774
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BANKHOUSE SURGERY (A81007),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1425,0.631578947368421
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BENTLEY MEDICAL PRACTICE (A81018),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,1813,0.60672917815775
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BLACKETTS MEDICAL PRACTICE (A83034),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1372,0.43731778425656
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP (A81030),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,2367,0.80270384452894
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BROTTON SURGERY (A81013),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,20,1298,1.54083204930663
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CAMBRIDGE MEDICAL GROUP (A81051),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,960,0.520833333333333
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CARMEL MEDICAL PRACTICE (A83031),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1900,0.473684210526316
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CHADWICK PRACTICE (A81011),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,31,2006,1.54536390827517
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CLIFTON COURT MEDICAL PRACTICE (A83040),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,24,1507,1.59256801592568
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,COULBY MEDICAL PRACTICE (A81058),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,13,1494,0.870147255689424
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CROSSFELL HEALTH CENTRE (A81019),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,24,1246,1.92616372391653
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,DENMARK STREET SURGERY (A83047),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,27,2056,1.31322957198444
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,DR RASOOL (A81602),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,536,1.49253731343284
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,EAGLESCLIFFE MEDICAL PRACTICE (A81039),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,2052,0.828460038986355
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ELM TREE SURGERY (A81608),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,943,1.16648992576882
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,GLADSTONE HOUSE SURGERY (A81622),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,617,0.486223662884927
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HART MEDICAL PRACTICE (A81041),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,10,1512,0.661375661375661
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HAVELOCK GRANGE PRACTICE (A81031),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,31,1843,1.68204015192621
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HILLSIDE PRACTICE (A81022),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,15,1855,0.808625336927224
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HIRSEL MEDICAL CENTRE (A81038),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,375,0.533333333333333
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HUNTCLIFF SURGERY (A81618),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,2246,0.845948352626892
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,KINGS MEDICAL CENTRE (A81049),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,835,0.958083832335329
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,KINGSWAY MEDICAL CENTRE (A81057),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,21,1491,1.40845070422535
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,LINTHORPE SURGERY (A81026),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,25,2350,1.06382978723404
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MARSH HOUSE MEDICAL PRACTICE (A81040),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,18,1375,1.30909090909091
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MARTONSIDE MEDICAL CENTRE (A81020),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,1288,0.388198757763975
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MCKENZIE GROUP PRACTICE (A81070),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,717,0.418410041841004
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MCKENZIE HOUSE SURGERY (A81044),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,32,3145,1.01748807631161
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MELROSE SURGERY (A81056),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,492,0.40650406504065
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MIDDLETON AND DINSDALE MEDICAL PRACTICE (A83070),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,1280,0.390625
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MOORLANDS SURGERY (A83010),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,2274,0.615655233069481
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,NEASHAM ROAD SURGERY (A83013),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1641,0.548446069469835
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,NEWLANDS MEDICAL CENTRE (A81035),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,15,1177,1.27442650807137
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,NORMANBY MEDICAL CENTRE (A81021),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,37,3848,0.961538461538462
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,NORTON MEDICAL CENTRE (A81036),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,31,2906,1.06675843083276
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ORCHARD COURT SURGERY (A83006),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,10,1016,0.984251968503937
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PARK LANE SURGERY (A81066),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,931,0.859291084854995
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PARK SURGERY (A81016),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,13,1159,1.12165660051769
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PARKGATE SURGERY (A83641),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,456,1.53508771929825
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PARKWAY MEDICAL CENTRE (A81611),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1330,0.676691729323308
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PROSPECT SURGERY (A81029),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,714,0.840336134453782
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,QUEENS PARK MEDICAL CENTRE (A81002),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,33,3162,1.04364326375712
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,QUEENSTREE PRACTICE (A81014),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,915,0.765027322404372
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,RIVERSIDE MEDICAL PRACTICE (A81629),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,864,1.04166666666667
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ROCKLIFFE COURT SURGERY (A83048),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1273,0.628436763550668
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,SOUTH GRANGE MEDICAL GROUP PRACTICE (A81042),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,2085,0.911270983213429
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,SPRINGWOOD SURGERY (A81005),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,1862,0.268528464017186
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,TENNANT STREET MEDICAL PRACTICE (A81006),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,32,2376,1.34680134680135
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ARRIVAL PRACTICE (A81634) ( D 01-Jun-25 ),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,65,3.07692307692308
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE COATHAM ROAD SURGERY (A81045),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1162,0.516351118760757
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE DENSHAM SURGERY (A81001),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,642,0.778816199376947
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE DISCOVERY PRACTICE (A81064),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,642,1.24610591900312
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE DOVECOT SURGERY (A81025),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,647,0.772797527047913
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ENDEAVOUR PRACTICE (A81023),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,12,788,1.52284263959391
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ERIMUS PRACTICE (A81037),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,13,701,1.85449358059914
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ESTON SURGERY (A81065) ( D 01-Oct-25 ),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,490,1.02040816326531
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE GARTH (A81032),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,16,2308,0.693240901213172
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE GREEN HOUSE SURGERY (A81052),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,24,1786,1.3437849944009
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE HEADLAND MEDICAL CENTRE (A81063),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,812,0.369458128078818
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE PATEL PRACTICE (A81612),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,609,0.656814449917898
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE RAVENSCAR SURGERY (Y00286),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,497,1.81086519114688
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ROSEBERRY PRACTICE (A81610),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1194,0.67001675041876
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE SALTSCAR SURGERY (A81054),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,1572,1.08142493638677
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THORNABY & BARWICK MEDICAL GROUP (A81034),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,34,2610,1.30268199233716
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THORNTREE SURGERY (A81621),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,235,1.27659574468085
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,VILLAGE MEDICAL CENTRE (A81009),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,1168,0.599315068493151
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WEST QUAY MEDICAL PRACTICE (A81060),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,12,1015,1.18226600985222
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WEST VIEW MILLENIUM SURGERY A (A81631),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,1107,1.2646793134598
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WESTBOURNE MEDICAL CENTRE (A81012),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,578,0.519031141868512
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WHINFIELD MEDICAL PRACTICE (A83005),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,22,1966,1.11902339776195
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WOODBRIDGE PRACTICE (A81017),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,18,2459,0.732004880032534
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WOODLANDS FAMILY MEDICAL CENTRE (A81046),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,27,1976,1.3663967611336
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WOODSIDE SURGERY (A81053),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,10,1164,0.859106529209622
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,YARM MEDICAL PRACTICE (A81027),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,21,2444,0.859247135842881
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ZETLAND MEDICAL PRACTICE (A81048),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1826,0.492880613362541
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,ANNFIELD PLAIN SURGERY (A83644),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,582,1.89003436426117
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,AUCKLAND MEDICAL GROUP (A83021),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,30,2757,1.08813928182807
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BARNARD CASTLE SURGERY (A83046),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,10,2509,0.398565165404544
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BELMONT & SHERBURN MEDICAL GROUP (A83014),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,1022,0.391389432485323
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BEVAN MEDICAL GROUP (A83616),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,1288,1.31987577639752
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BEWICK CRESCENT SURGERY (A83037),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,30,2778,1.07991360691145
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BISHOPGATE MEDICAL CENTRE (A83025),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,2361,0.804743752647183
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BISHOPS CLOSE MEDICAL PRACTICE (A83052),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,23,1574,1.46124523506989
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BLACKHALL AND PETERLEE PRACTICE (A83007),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,21,1926,1.09034267912773
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BOWBURN MEDICAL CENTRE (A83635),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,425,0.941176470588235
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BRIDGE END SURGERY (A83009),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1306,0.459418070444104
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BROWNEY HOUSE SURGERY (A83617),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,465,0.645161290322581
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BYRON MEDICAL PRACTICE (A83075),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,12,1522,0.788436268068331
