Month,Commissioner / Provider,Practice plus Code,Comparator Description,Age Band,Numerator,Denominator,Value
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CASTLEGATE AND DERWENT SURGERY (A82021),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,148,1946,7.60534429599178
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CASTLEHEAD MEDICAL CENTRE (A82028),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,48,1053,4.55840455840456
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,COURT THORN SURGERY (A82631),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,10,228,4.3859649122807
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,DALSTON MEDICAL GROUP (A82022),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,54,642,8.41121495327103
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,DISTINGTON SURGERY (A82023),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,75,684,10.9649122807018
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,EDEN MEDICAL GROUP (A82020),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,104,1130,9.20353982300885
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,FELLVIEW HEALTHCARE (A82044),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,256,1973,12.9751647237709
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,GLENRIDDING HEALTH CENTRE (A82620),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,6,91,6.59340659340659
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,JAMES STREET GROUP PRACT (A82047),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,350,3175,11.0236220472441
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,KIRKOSWALD SURGERY (A82617),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,21,290,7.24137931034483
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,LONGTOWN MEDICAL CENTRE (A82646),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,39,392,9.94897959183673
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,LOWTHER MEDICAL CENTRE (A82041),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,185,1369,13.5135135135135
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,MANSION HOUSE SURGERY (A82075),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,71,652,10.8895705521472
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,MARYPORT HEALTH SERVICES (A82032),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,172,1459,11.7888965044551
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SEASCALE HEALTH CENTRE (A82024),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,60,783,7.66283524904215
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SHAP MEDICAL PRACTICE (A82031),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,31,337,9.19881305637982
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SILLOTH GROUP MEDICAL PRACTICE (A82037),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,65,612,10.6209150326797
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SPENCER ST SURGERY (A82018),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,58,919,6.31120783460283
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,TEMPLE SOWERBY MEDICAL PRACTICE (A82038),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,11,438,2.51141552511416
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,THE CROFT SURGERY (A82029),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,20,407,4.91400491400491
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,THE LAKES MEDICAL PRACTICE (A82036),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,73,953,7.66002098635887
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,UPPER EDEN MEDICAL PRACTICE (A82013),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,80,906,8.83002207505519
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,WARWICK SQUARE GROUP PRACTICE (A82654),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,48,668,7.18562874251497
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,WESTCROFT HOUSE SURGERY (A82064),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,72,688,10.4651162790698
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,WIGTON GROUP MEDICAL PRACTICE (A82045),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,78,944,8.26271186440678
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,FUSEHILL MEDICAL PRACTICE (A82019) ( C 01-May-25 ),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,0,1,0
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BEACON VIEW MEDICAL CENTRE (A85026),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,30,378,7.93650793650794
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BENFIELD PARK MEDICAL GROUP (A86023),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,68,544,12.5
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BENSHAM FAMILY PRACTICE (A85002),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,28,313,8.94568690095847
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BETTS AVENUE MEDICAL GROUP (A86030),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,103,624,16.5064102564103
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BEWICK ROAD SURGERY (A85017),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,39,341,11.4369501466276
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BIDDLESTONE HEALTH GROUP (A86010),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,50,440,11.3636363636364
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BIRTLEY MEDICAL GROUP (A85008),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,128,1399,9.1493924231594
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BRUNTON PARK (A86033),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,38,372,10.2150537634409
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,CENTRAL GATESHEAD MEDICAL GROUP (A85019),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,70,582,12.0274914089347
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,CHAINBRIDGE MEDICAL PARTNERSHIP (A85010),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,95,931,10.2040816326531
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,CHOPWELL PRIMARY HEALTHCARE CENTRE (A85024),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,27,226,11.9469026548673
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,CRAWCROOK MEDICAL CENTRE (A85014),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,199,2001,9.94502748625687
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,CROWHALL MEDICAL CENTRE (A85009),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,72,466,15.450643776824
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,CRUDDAS PARK SURGERY (A86017),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,89,501,17.7644710578842
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,DENTON PARK MEDICAL GROUP (A86013),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,108,654,16.5137614678899
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,DENTON TURRET MEDICAL CENTRE (A86601),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,95,737,12.8900949796472
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,DILSTON MEDICAL CENTRE (Y00184),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,22,76,28.9473684210526
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,ELSWICK FAMILY PRACTICE (A86037),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,74,269,27.5092936802974
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,FELL COTTAGE SURGERY (A85007),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,55,703,7.82361308677098
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,FELL TOWER MEDICAL CENTRE (A85001),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,69,566,12.190812720848
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,FENHAM HALL SURGERY (A86031),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,63,453,13.9072847682119
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,GLENPARK & TEAMS MEDICAL SERVICES (A85006),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,65,674,9.64391691394659
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,HEATON ROAD SURGERY (A86024),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,47,337,13.946587537092
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,HOLLYHURST MEDICAL CENTRE (A85616),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,61,481,12.6819126819127
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,HOLMSIDE MEDICAL GROUP (A86021),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,145,917,15.8124318429662
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,JESMOND HEALTH PARTNERSHIP (A86020),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,143,1602,8.92634207240949
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,LONGRIGG MEDICAL CENTRE (A85004),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,73,747,9.77242302543507
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,MILLENNIUM FAMILY PRACTICE (A85013),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,45,254,17.7165354330709
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,NEWBURN SURGERY (A86038),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,80,531,15.0659133709981
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,NEWCASTLE MEDICAL CENTRE (A86027),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,4,63,6.34920634920635
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,OLDWELL SURGERY (A85018),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,50,428,11.6822429906542
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,OXFORD TCE & RAWLING RD MEDICAL GROUP (A85005),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,174,1256,13.8535031847134
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,PARK MEDICAL GROUP (A86008),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,72,704,10.2272727272727
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,PARKWAY MEDICAL GROUP (A86022),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,81,798,10.1503759398496
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,PELAW MEDICAL PRACTICE (A85611),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,37,322,11.4906832298137
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,PROSPECT MEDICAL CENTRE (A86004),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,82,596,13.758389261745
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,REGENT MEDICAL CENTRE (A86028),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,38,433,8.77598152424942
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,ROSEWORTH SURGERY (A86006),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,49,493,9.93914807302231
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,SAVILLE MEDICAL GROUP (A86003),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,222,1010,21.980198019802
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,SECOND STREET SURGERY (A85021),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,16,134,11.9402985074627
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,ST. ALBANS MEDICAL GROUP (A85011),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,112,665,16.8421052631579
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,ST.ANTHONY'S HEALTH CENTRE (A86040),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,63,313,20.1277955271565
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,SUNNISIDE SURGERY (A85617),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,39,329,11.854103343465
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,TEAMS MEDICAL PRACTICE (A85023) ( D 01-Mar-25 ),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,33,228,14.4736842105263
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,THE BRIDGES MEDICAL PRACTICE (A85614),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,50,319,15.6739811912226
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,THE GROVE MEDICAL GROUP (A86018),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,99,1186,8.34738617200675
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,THORNFIELD MEDICAL GROUP (A86029),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,141,965,14.6113989637306
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,THROCKLEY PRIMARY CARE CENTRE (A86026),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,91,679,13.4020618556701
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WALKER MEDICAL GROUP (A86011),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,132,760,17.3684210526316
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WEST ROAD MEDICAL CENTRE (A86012),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,72,474,15.1898734177215
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WESTERHOPE MEDICAL GROUP (A86025),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,104,777,13.3848133848134
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WHICKHAM COTTAGE MEDICAL CENTRE (A85020),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,86,1856,4.63362068965517
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,WREKENTON MEDICAL GROUP (A85016),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,125,858,14.5687645687646
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,GOSFORTH MEMORIAL MED.CTR (A86036) ( C 01-Oct-25 ),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,1,136,0.735294117647059
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ACKLAM MEDICAL CENTRE (A81004),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,96,873,10.9965635738832
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ALMA MEDICAL CENTRE (A81067),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,83,560,14.8214285714286
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BANKHOUSE SURGERY (A81007),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,66,745,8.85906040268456
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BENTLEY MEDICAL PRACTICE (A81018),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,139,948,14.662447257384
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BLACKETTS MEDICAL PRACTICE (A83034),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,60,775,7.74193548387097
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP (A81030),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,120,1275,9.41176470588235
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,BROTTON SURGERY (A81013),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,71,651,10.9062980030722
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CAMBRIDGE MEDICAL GROUP (A81051),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,50,463,10.7991360691145
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CARMEL MEDICAL PRACTICE (A83031),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,116,1074,10.8007448789572
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CHADWICK PRACTICE (A81011),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,139,995,13.9698492462312
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CLIFTON COURT MEDICAL PRACTICE (A83040),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,93,765,12.156862745098
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,COULBY MEDICAL PRACTICE (A81058),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,91,760,11.9736842105263
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,CROSSFELL HEALTH CENTRE (A81019),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,104,553,18.8065099457505
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,DENMARK STREET SURGERY (A83047),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,117,1104,10.5978260869565
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,DR RASOOL (A81602),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,45,311,14.4694533762058
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,EAGLESCLIFFE MEDICAL PRACTICE (A81039),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,104,1057,9.83916745506149
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ELM TREE SURGERY (A81608),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,72,372,19.3548387096774
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,GLADSTONE HOUSE SURGERY (A81622),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,32,325,9.84615384615385
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HART MEDICAL PRACTICE (A81041),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,56,694,8.06916426512968
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HAVELOCK GRANGE PRACTICE (A81031),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,123,977,12.589559877175
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HILLSIDE PRACTICE (A81022),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,105,939,11.1821086261981
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HIRSEL MEDICAL CENTRE (A81038),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,32,171,18.7134502923977
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,HUNTCLIFF SURGERY (A81618),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,123,1318,9.33232169954476
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,KINGS MEDICAL CENTRE (A81049),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,54,397,13.6020151133501
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,KINGSWAY MEDICAL CENTRE (A81057),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,84,695,12.0863309352518
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,LINTHORPE SURGERY (A81026),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,163,1121,14.5405887600357
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MARSH HOUSE MEDICAL PRACTICE (A81040),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,85,673,12.630014858841
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MARTONSIDE MEDICAL CENTRE (A81020),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,76,694,10.9510086455331
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MCKENZIE GROUP PRACTICE (A81070),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,22,361,6.09418282548476
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MCKENZIE HOUSE SURGERY (A81044),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,157,1574,9.97458703939009
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MELROSE SURGERY (A81056),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,21,221,9.50226244343891
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MIDDLETON AND DINSDALE MEDICAL PRACTICE (A83070),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,76,725,10.4827586206897
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,MOORLANDS SURGERY (A83010),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,120,1310,9.16030534351145
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,NEASHAM ROAD SURGERY (A83013),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,81,789,10.2661596958175
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,NEWLANDS MEDICAL CENTRE (A81035),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,67,574,11.6724738675958
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,NORMANBY MEDICAL CENTRE (A81021),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,273,2039,13.3889161353605
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,NORTON MEDICAL CENTRE (A81036),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,175,1524,11.4829396325459
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ORCHARD COURT SURGERY (A83006),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,54,540,10
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PARK LANE SURGERY (A81066),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,46,457,10.0656455142232
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PARK SURGERY (A81016),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,89,548,16.2408759124088
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PARKGATE SURGERY (A83641),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,29,234,12.3931623931624
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PARKWAY MEDICAL CENTRE (A81611),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,76,653,11.6385911179173
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,PROSPECT SURGERY (A81029),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,64,342,18.7134502923977
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,QUEENS PARK MEDICAL CENTRE (A81002),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,187,1607,11.6365899191039
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,QUEENSTREE PRACTICE (A81014),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,53,490,10.8163265306122
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,RIVERSIDE MEDICAL PRACTICE (A81629),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,57,403,14.1439205955335
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ROCKLIFFE COURT SURGERY (A83048),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,58,701,8.27389443651926
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,SOUTH GRANGE MEDICAL GROUP PRACTICE (A81042),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,126,936,13.4615384615385
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,SPRINGWOOD SURGERY (A81005),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,79,1067,7.40393626991565
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,TENNANT STREET MEDICAL PRACTICE (A81006),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,158,1175,13.4468085106383
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ARRIVAL PRACTICE (A81634) ( D 01-Jun-25 ),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,4,19,21.0526315789474
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE COATHAM ROAD SURGERY (A81045),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,81,616,13.1493506493506
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE DENSHAM SURGERY (A81001),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,33,365,9.04109589041096
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE DISCOVERY PRACTICE (A81064),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,50,314,15.9235668789809
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE DOVECOT SURGERY (A81025),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,45,332,13.5542168674699
Sep-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ENDEAVOUR PRACTICE (A81023),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,41,327,12.5382262996942
